"Time (s) good cart run #1","Position (m) good cart run #1","Velocity (m/s) good cart run #1","Acceleration (m/s²) good cart run #1","Time (s) bad cart plunger run #2","Position (m) bad cart plunger run #2","Velocity (m/s) bad cart plunger run #2","Acceleration (m/s²) bad cart plunger run #2","Time (s) bad cart magnetic run #3","Position (m) bad cart magnetic run #3","Velocity (m/s) bad cart magnetic run #3","Acceleration (m/s²) bad cart magnetic run #3","Time (s) good cart run #4","Position (m) good cart run #4","Velocity (m/s) good cart run #4","Acceleration (m/s²) good cart run #4","Time (s) good cart Run #5","Position (m) good cart Run #5","Velocity (m/s) good cart Run #5","Acceleration (m/s²) good cart Run #5","Time (s) good cart sail Run #6","Position (m) good cart sail Run #6","Velocity (m/s) good cart sail Run #6","Acceleration (m/s²) good cart sail Run #6","Time (s) stationary test run #7","Position (m) stationary test run #7","Velocity (m/s) stationary test run #7","Acceleration (m/s²) stationary test run #7","Time (s) stationary test run #8","Position (m) stationary test run #8","Velocity (m/s) stationary test run #8","Acceleration (m/s²) stationary test run #8","Time (s) stationary test run #9","Position (m) stationary test run #9","Velocity (m/s) stationary test run #9","Acceleration (m/s²) stationary test run #9","Time (s) stationary test run #10","Position (m) stationary test run #10","Velocity (m/s) stationary test run #10","Acceleration (m/s²) stationary test run #10","Time (s) stationary test run #11","Position (m) stationary test run #11","Velocity (m/s) stationary test run #11","Acceleration (m/s²) stationary test run #11","Time (s) goodd cart run #12","Position (m) goodd cart run #12","Velocity (m/s) goodd cart run #12","Acceleration (m/s²) goodd cart run #12"
25.500,1.09,-0.06,1.22,,,,,25.500,1.10,0.03,0.02,25.500,1.09,0.06,-1.02,25.500,1.11,0.02,0.89,,,,,,,,,,,,,,,,,,,,,,,,,25.500,1.10,0.07,0.02
25.510,1.09,-0.05,0.72,,,,,25.510,1.10,0.03,0.11,25.510,1.09,0.03,-0.55,25.510,1.11,0.07,3.08,,,,,,,,,,,,,,,,,,,,,,,,,25.510,1.10,0.07,0.97
25.520,1.09,-0.05,-0.08,,,,,25.520,1.10,0.04,0.24,25.520,1.09,0.03,1.09,25.520,1.11,0.10,3.04,,,,,,,,,,,,,,,,,,,,,,,,,25.520,1.10,0.10,1.16
25.530,1.08,-0.06,-0.26,,,,,25.530,1.10,0.04,0.27,25.530,1.09,0.06,1.85,25.530,1.12,0.13,0.94,,,,,,,,,,,,,,,,,,,,,,,,,25.530,1.11,0.12,-0.38
25.540,1.08,-0.06,0.12,,,,,25.540,1.10,0.04,0.17,25.540,1.09,0.09,0.18,25.540,1.12,0.14,-1.18,,,,,,,,,,,,,,,,,,,,,,,,,25.540,1.11,0.09,-1.79
25.550,1.08,-0.05,0.56,,,,,25.550,1.10,0.04,0.06,25.550,1.09,0.08,-1.95,25.550,1.12,0.09,-2.16,,,,,,,,,,,,,,,,,,,,,,,,,25.550,1.11,0.05,-1.35
25.560,1.08,-0.05,0.81,,,,,25.560,1.10,0.04,-0.02,25.560,1.09,0.02,-1.85,25.560,1.12,0.07,-1.26,,,,,,,,,,,,,,,,,,,,,,,,,25.560,1.11,0.05,0.28
25.570,1.08,-0.04,0.87,,,,,25.570,1.10,0.04,0.02,25.570,1.09,0.01,0.51,25.570,1.12,0.07,0.58,,,,,,,,,,,,,,,,,,,,,,,,,25.570,1.11,0.07,1.21
25.580,1.08,-0.03,0.71,,,,,25.580,1.10,0.04,0.11,25.580,1.09,0.05,2.17,25.580,1.12,0.08,1.51,,,,,,,,,,,,,,,,,,,,,,,,,25.580,1.11,0.09,0.90
25.590,1.08,-0.02,0.41,,,,,25.590,1.10,0.04,0.25,25.590,1.09,0.08,1.61,25.590,1.12,0.11,1.19,,,,,,,,,,,,,,,,,,,,,,,,,25.590,1.11,0.09,0.36
25.600,1.08,-0.02,0.10,,,,,25.600,1.10,0.05,0.24,25.600,1.10,0.08,0.39,25.600,1.12,0.12,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,25.600,1.11,0.09,0.27
25.610,1.08,-0.02,0.05,,,,,25.610,1.10,0.05,0.08,25.610,1.10,0.07,0.00,25.610,1.12,0.10,-1.06,,,,,,,,,,,,,,,,,,,,,,,,,25.610,1.11,0.09,0.31
25.620,1.08,-0.02,0.21,,,,,25.620,1.10,0.05,-0.06,25.620,1.10,0.08,-0.15,25.620,1.12,0.08,-0.78,,,,,,,,,,,,,,,,,,,,,,,,,25.620,1.11,0.10,-0.17
25.630,1.08,-0.02,0.33,,,,,25.630,1.10,0.05,-0.03,25.630,1.10,0.09,-0.47,25.630,1.12,0.08,-0.10,,,,,,,,,,,,,,,,,,,,,,,,,25.630,1.11,0.10,-1.07
25.640,1.08,-0.01,0.35,,,,,25.640,1.10,0.05,0.11,25.640,1.10,0.06,-0.13,25.640,1.13,0.09,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,25.640,1.12,0.08,-1.31
25.650,1.08,-0.01,0.27,,,,,25.650,1.11,0.05,0.08,25.650,1.10,0.06,0.80,25.650,1.13,0.09,-0.68,,,,,,,,,,,,,,,,,,,,,,,,,25.650,1.11,0.06,-0.36
25.660,1.08,-0.01,0.29,,,,,25.660,1.11,0.05,-0.05,25.660,1.10,0.09,1.06,25.660,1.13,0.07,-0.65,,,,,,,,,,,,,,,,,,,,,,,,,25.660,1.12,0.07,0.85
25.670,1.08,0.00,0.37,,,,,25.670,1.11,0.05,-0.09,25.670,1.10,0.10,0.41,25.670,1.13,0.06,-0.40,,,,,,,,,,,,,,,,,,,,,,,,,25.670,1.12,0.09,1.30
25.680,1.08,1.65E-4,0.72,,,,,25.680,1.11,0.05,0.10,25.680,1.10,0.09,-0.13,25.680,1.13,0.08,-0.74,,,,,,,,,,,,,,,,,,,,,,,,,25.680,1.12,0.10,0.74
25.690,1.08,0.01,1.17,,,,,25.690,1.11,0.05,0.17,25.690,1.10,0.09,-0.64,25.690,1.13,0.06,-1.45,,,,,,,,,,,,,,,,,,,,,,,,,25.690,1.12,0.10,-0.21
25.700,1.08,0.03,1.10,,,,,25.700,1.11,0.06,-0.08,25.700,1.10,0.09,-1.32,25.700,1.13,0.03,-1.49,,,,,,,,,,,,,,,,,,,,,,,,,25.700,1.12,0.09,-0.79
25.710,1.08,0.04,0.35,,,,,25.710,1.11,0.05,-0.37,25.710,1.11,0.06,-1.14,25.710,1.13,0.02,-0.99,,,,,,,,,,,,,,,,,,,,,,,,,25.710,1.12,0.08,-0.66
25.720,1.08,0.03,-0.63,,,,,25.720,1.11,0.04,-0.32,25.720,1.10,0.05,0.65,25.720,1.13,0.02,-1.04,,,,,,,,,,,,,,,,,,,,,,,,,25.720,1.12,0.08,-0.03
25.730,1.08,0.02,-1.06,,,,,25.730,1.11,0.04,-0.02,25.730,1.11,0.07,2.24,25.730,1.13,0.01,-1.75,,,,,,,,,,,,,,,,,,,,,,,,,25.730,1.12,0.08,0.54
25.740,1.08,0.01,-0.93,,,,,25.740,1.11,0.05,0.09,25.740,1.11,0.12,2.06,25.740,1.13,-0.02,-2.37,,,,,,,,,,,,,,,,,,,,,,,,,25.740,1.12,0.09,0.55
25.750,1.08,9.01E-4,-0.60,,,,,25.750,1.11,0.05,-0.05,25.750,1.11,0.12,0.78,25.750,1.13,-0.05,-2.05,,,,,,,,,,,,,,,,,,,,,,,,,25.750,1.12,0.10,-0.23
25.760,1.08,0.00,-0.05,,,,,25.760,1.11,0.04,-0.22,25.760,1.11,0.12,-0.42,25.760,1.13,-0.07,-0.71,,,,,,,,,,,,,,,,,,,,,,,,,25.760,1.12,0.09,-1.45
25.770,1.08,0.00,0.48,,,,,25.770,1.11,0.04,-0.29,25.770,1.11,0.12,-0.79,25.770,1.13,-0.06,0.25,,,,,,,,,,,,,,,,,,,,,,,,,25.770,1.13,0.06,-1.76
25.780,1.08,0.01,0.83,,,,,25.780,1.11,0.04,-0.29,25.780,1.11,0.10,-0.50,25.780,1.13,-0.04,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,25.780,1.13,0.04,-0.52
25.790,1.08,0.02,0.94,,,,,25.790,1.11,0.04,-0.29,25.790,1.11,0.10,0.21,25.790,1.13,-0.06,-1.46,,,,,,,,,,,,,,,,,,,,,,,,,25.790,1.13,0.05,0.73
25.800,1.08,0.03,0.99,,,,,25.800,1.11,0.03,-0.29,25.800,1.11,0.11,0.97,25.800,1.13,-0.09,-1.48,,,,,,,,,,,,,,,,,,,,,,,,,25.800,1.13,0.07,0.62
25.810,1.08,0.04,1.13,,,,,25.810,1.11,0.03,-0.29,25.810,1.11,0.12,0.96,25.810,1.13,-0.10,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,25.810,1.13,0.07,-0.54
25.820,1.08,0.05,1.01,,,,,25.820,1.11,0.03,-0.29,25.820,1.12,0.13,0.18,25.820,1.12,-0.09,0.65,,,,,,,,,,,,,,,,,,,,,,,,,25.820,1.13,0.05,-1.26
25.830,1.08,0.06,0.37,,,,,25.830,1.11,0.02,-0.29,25.830,1.12,0.13,-0.72,25.830,1.12,-0.09,0.73,,,,,,,,,,,,,,,,,,,,,,,,,25.830,1.13,0.04,-1.23
25.840,1.08,0.06,-0.40,,,,,25.840,1.11,0.02,-0.27,25.840,1.12,0.11,-1.11,25.840,1.12,-0.07,0.01,,,,,,,,,,,,,,,,,,,,,,,,,25.840,1.13,0.03,-1.10
25.850,1.08,0.05,-0.59,,,,,25.850,1.11,0.02,-0.30,25.850,1.12,0.10,-0.49,25.850,1.12,-0.08,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,25.850,1.13,0.02,-1.08
25.860,1.09,0.04,0.24,,,,,25.860,1.11,0.02,-0.41,25.860,1.12,0.10,0.32,25.860,1.12,-0.10,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,25.860,1.13,0.01,-1.18
25.870,1.09,0.05,1.33,,,,,25.870,1.11,0.01,-0.51,25.870,1.12,0.11,0.49,25.870,1.12,-0.09,0.51,,,,,,,,,,,,,,,,,,,,,,,,,25.870,1.13,0.00,-1.13
25.880,1.09,0.07,1.33,,,,,25.880,1.11,0.00,-0.43,25.880,1.12,0.12,0.19,25.880,1.12,-0.08,0.62,,,,,,,,,,,,,,,,,,,,,,,,,25.880,1.13,-0.02,-0.89
25.890,1.09,0.09,0.03,,,,,25.890,1.11,0.00,-0.24,25.890,1.12,0.11,-0.32,25.890,1.12,-0.07,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,25.890,1.13,-0.02,-0.54
25.900,1.09,0.08,-1.23,,,,,25.900,1.11,9.28E-4,-0.19,25.900,1.12,0.11,-0.49,25.900,1.12,-0.08,-0.79,,,,,,,,,,,,,,,,,,,,,,,,,25.900,1.13,-0.03,-0.51
25.910,1.09,0.05,-0.99,,,,,25.910,1.11,0.00,-0.35,25.910,1.13,0.10,-0.66,25.910,1.12,-0.10,0.02,,,,,,,,,,,,,,,,,,,,,,,,,25.910,1.13,-0.03,-1.05
25.920,1.09,0.04,0.20,,,,,25.920,1.11,-0.01,-0.49,25.920,1.13,0.10,-1.20,25.920,1.12,-0.09,1.13,,,,,,,,,,,,,,,,,,,,,,,,,25.920,1.13,-0.05,-1.62
25.930,1.09,0.06,0.79,,,,,25.930,1.11,-0.01,-0.46,25.930,1.13,0.08,-1.67,25.930,1.11,-0.06,1.27,,,,,,,,,,,,,,,,,,,,,,,,,25.930,1.13,-0.07,-1.14
25.940,1.09,0.07,0.67,,,,,25.940,1.11,-0.02,-0.35,25.940,1.13,0.05,-1.52,25.940,1.11,-0.06,0.36,,,,,,,,,,,,,,,,,,,,,,,,,25.940,1.13,-0.08,-0.09
25.950,1.09,0.07,0.71,,,,,25.950,1.11,-0.02,-0.29,25.950,1.13,0.04,-0.62,25.950,1.12,-0.06,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,25.950,1.13,-0.06,0.37
25.960,1.09,0.08,0.78,,,,,25.960,1.11,-0.02,-0.29,25.960,1.13,0.05,-0.21,25.960,1.11,-0.07,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,25.960,1.13,-0.06,0.09
25.970,1.09,0.10,-0.10,,,,,25.970,1.11,-0.02,-0.29,25.970,1.13,0.05,-0.86,25.970,1.11,-0.07,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,25.970,1.13,-0.07,-0.10
25.980,1.09,0.09,-1.09,,,,,25.980,1.11,-0.03,-0.29,25.980,1.13,0.03,-1.77,25.980,1.11,-0.06,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,25.980,1.12,-0.07,0.03
25.990,1.09,0.05,-0.51,,,,,25.990,1.11,-0.03,-0.29,25.990,1.13,0.01,-2.05,25.990,1.11,-0.08,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,25.990,1.12,-0.06,-0.45
26.000,1.09,0.06,0.96,,,,,26.000,1.11,-0.03,-0.30,26.000,1.13,-0.01,-1.74,26.000,1.11,-0.06,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,26.000,1.12,-0.07,-0.74
26.010,1.09,0.10,1.33,,,,,26.010,1.11,-0.04,-0.29,26.010,1.13,-0.03,-1.51,26.010,1.11,-0.06,-0.71,,,,,,,,,,,,,,,,,,,,,,,,,26.010,1.12,-0.09,-0.20
26.020,1.10,0.10,0.65,,,,,26.020,1.11,-0.04,-0.14,26.020,1.13,-0.04,-1.42,26.020,1.11,-0.10,-0.60,,,,,,,,,,,,,,,,,,,,,,,,,26.020,1.12,-0.08,0.51
26.030,1.10,0.09,0.27,,,,,26.030,1.11,-0.04,0.06,26.030,1.13,-0.06,-1.35,26.030,1.11,-0.10,0.46,,,,,,,,,,,,,,,,,,,,,,,,,26.030,1.12,-0.06,0.39
26.040,1.10,0.10,0.53,,,,,26.040,1.11,-0.04,0.06,26.040,1.13,-0.07,-1.18,26.040,1.11,-0.07,0.60,,,,,,,,,,,,,,,,,,,,,,,,,26.040,1.12,-0.07,-0.34
26.050,1.10,0.11,0.56,,,,,26.050,1.11,-0.04,-0.16,26.050,1.13,-0.08,-0.97,26.050,1.11,-0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,26.050,1.12,-0.08,-0.81
26.060,1.10,0.11,0.41,,,,,26.060,1.11,-0.04,-0.33,26.060,1.13,-0.09,-0.67,26.060,1.11,-0.09,0.82,,,,,,,,,,,,,,,,,,,,,,,,,26.060,1.12,-0.08,-0.69
26.070,1.10,0.11,0.62,,,,,26.070,1.11,-0.05,-0.21,26.070,1.13,-0.10,-0.16,26.070,1.11,-0.07,1.99,,,,,,,,,,,,,,,,,,,,,,,,,26.070,1.12,-0.10,0.17
26.080,1.10,0.13,0.29,,,,,26.080,1.11,-0.05,0.05,26.080,1.12,-0.09,0.17,26.080,1.10,-0.01,0.96,,,,,,,,,,,,,,,,,,,,,,,,,26.080,1.12,-0.09,1.14
26.090,1.10,0.14,-0.56,,,,,26.090,1.11,-0.04,0.08,26.090,1.12,-0.08,0.01,26.090,1.11,-0.02,-1.88,,,,,,,,,,,,,,,,,,,,,,,,,26.090,1.12,-0.06,1.12
26.100,1.10,0.11,-1.30,,,,,26.100,1.11,-0.04,-0.03,26.100,1.12,-0.09,-0.57,26.100,1.11,-0.08,-2.44,,,,,,,,,,,,,,,,,,,,,,,,,26.100,1.12,-0.05,-0.12
26.110,1.11,0.10,-1.12,,,,,26.110,1.11,-0.05,-0.13,26.110,1.12,-0.10,-0.87,26.110,1.10,-0.12,0.40,,,,,,,,,,,,,,,,,,,,,,,,,26.110,1.11,-0.07,-1.10
26.120,1.11,0.09,-0.16,,,,,26.120,1.11,-0.05,-0.03,26.120,1.12,-0.11,-0.54,26.120,1.10,-0.07,2.90,,,,,,,,,,,,,,,,,,,,,,,,,26.120,1.11,-0.09,-0.96
26.130,1.11,0.09,0.30,,,,,26.130,1.11,-0.05,0.10,26.130,1.12,-0.11,-0.11,26.130,1.10,-0.01,2.01,,,,,,,,,,,,,,,,,,,,,,,,,26.130,1.11,-0.09,-0.15
26.140,1.11,0.11,0.25,,,,,26.140,1.11,-0.04,0.11,26.140,1.12,-0.11,-0.11,26.140,1.10,-0.01,-1.08,,,,,,,,,,,,,,,,,,,,,,,,,26.140,1.11,-0.09,0.61
26.150,1.11,0.10,0.13,,,,,26.150,1.11,-0.04,0.06,26.150,1.12,-0.11,0.07,26.150,1.10,-0.05,-2.67,,,,,,,,,,,,,,,,,,,,,,,,,26.150,1.11,-0.08,0.91
26.160,1.11,0.10,0.32,,,,,26.160,1.11,-0.04,-0.02,26.160,1.12,-0.12,0.38,26.160,1.10,-0.09,-1.26,,,,,,,,,,,,,,,,,,,,,,,,,26.160,1.11,-0.06,0.83
26.170,1.11,0.11,0.59,,,,,26.170,1.10,-0.04,0.03,26.170,1.12,-0.10,0.41,26.170,1.10,-0.09,1.52,,,,,,,,,,,,,,,,,,,,,,,,,26.170,1.11,-0.06,0.47
26.180,1.11,0.11,0.56,,,,,26.180,1.10,-0.04,0.10,26.180,1.11,-0.10,0.26,26.180,1.10,-0.05,2.93,,,,,,,,,,,,,,,,,,,,,,,,,26.180,1.11,-0.06,0.19
26.190,1.11,0.12,0.48,,,,,26.190,1.10,-0.04,0.11,26.190,1.11,-0.11,0.29,26.190,1.10,0.00,1.84,,,,,,,,,,,,,,,,,,,,,,,,,26.190,1.11,-0.06,-0.13
26.200,1.12,0.12,0.36,,,,,26.200,1.10,-0.04,0.05,26.200,1.11,-0.09,0.73,26.200,1.10,0.00,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,26.200,1.11,-0.06,-0.43
26.210,1.12,0.13,0.11,,,,,26.210,1.10,-0.04,0.02,26.210,1.11,-0.08,0.63,26.210,1.10,-0.03,-1.16,,,,,,,,,,,,,,,,,,,,,,,,,26.210,1.11,-0.07,-0.35
26.220,1.12,0.12,-0.10,,,,,26.220,1.10,-0.04,0.13,26.220,1.11,-0.08,0.12,26.220,1.10,-0.04,-0.82,,,,,,,,,,,,,,,,,,,,,,,,,26.220,1.11,-0.07,0.03
26.230,1.12,0.12,-0.24,,,,,26.230,1.10,-0.04,0.21,26.230,1.11,-0.09,-0.37,26.230,1.10,-0.04,-0.40,,,,,,,,,,,,,,,,,,,,,,,,,26.230,1.11,-0.06,0.33
26.240,1.12,0.12,-0.40,,,,,26.240,1.10,-0.03,0.16,26.240,1.11,-0.09,-0.58,26.240,1.10,-0.04,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,26.240,1.11,-0.06,0.25
26.250,1.12,0.11,-0.54,,,,,26.250,1.10,-0.03,0.08,26.250,1.11,-0.10,-0.15,26.250,1.10,-0.05,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,26.250,1.10,-0.06,-0.07
26.260,1.12,0.11,-0.52,,,,,26.260,1.10,-0.04,0.11,26.260,1.11,-0.10,0.68,26.260,1.10,-0.05,0.39,,,,,,,,,,,,,,,,,,,,,,,,,26.260,1.10,-0.06,-0.56
26.270,1.12,0.10,-0.33,,,,,26.270,1.10,-0.03,0.24,26.270,1.11,-0.08,0.77,26.270,1.10,-0.04,0.94,,,,,,,,,,,,,,,,,,,,,,,,,26.270,1.10,-0.07,-0.87
26.280,1.13,0.10,-0.30,,,,,26.280,1.10,-0.03,0.27,26.280,1.11,-0.06,0.14,26.280,1.10,-0.02,1.06,,,,,,,,,,,,,,,,,,,,,,,,,26.280,1.10,-0.08,-0.29
26.290,1.13,0.10,-0.29,,,,,26.290,1.10,-0.03,0.16,26.290,1.10,-0.09,0.08,26.290,1.10,-0.02,0.87,,,,,,,,,,,,,,,,,,,,,,,,,26.290,1.10,-0.09,1.27
26.300,1.13,0.09,-0.59,,,,,26.300,1.10,-0.03,0.08,26.300,1.10,-0.08,0.47,26.300,1.10,-0.01,0.70,,,,,,,,,,,,,,,,,,,,,,,,,26.300,1.10,-0.06,2.44
26.310,1.13,0.09,-1.47,,,,,26.310,1.10,-0.03,0.11,26.310,1.10,-0.06,0.01,26.310,1.10,0.00,0.47,,,,,,,,,,,,,,,,,,,,,,,,,26.310,1.10,-0.02,1.79
26.320,1.13,0.07,-2.36,,,,,26.320,1.10,-0.02,0.24,26.320,1.10,-0.07,-0.67,26.320,1.10,9.13E-4,0.11,,,,,,,,,,,,,,,,,,,,,,,,,26.320,1.10,-0.01,-0.19
26.330,1.13,0.03,-2.38,,,,,26.330,1.10,-0.02,0.27,26.330,1.10,-0.10,0.17,26.330,1.10,0.00,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,26.330,1.10,-0.03,-1.57
26.340,1.13,0.01,-1.43,,,,,26.340,1.10,-0.02,0.17,26.340,1.10,-0.08,1.18,26.340,1.10,0.00,0.16,,,,,,,,,,,,,,,,,,,,,,,,,26.340,1.10,-0.06,-1.18
26.350,1.13,0.01,-0.68,,,,,26.350,1.10,-0.02,0.05,26.350,1.10,-0.04,0.13,26.350,1.10,0.00,0.43,,,,,,,,,,,,,,,,,,,,,,,,,26.350,1.10,-0.06,0.14
26.360,1.13,0.01,-0.64,,,,,26.360,1.10,-0.02,0.00,26.360,1.10,-0.06,-1.43,26.360,1.10,0.01,0.61,,,,,,,,,,,,,,,,,,,,,,,,,26.360,1.10,-0.05,0.99
26.370,1.13,0.00,-0.64,,,,,26.370,1.10,-0.02,0.15,26.370,1.10,-0.11,-0.26,26.370,1.10,0.01,0.70,,,,,,,,,,,,,,,,,,,,,,,,,26.370,1.10,-0.03,0.97
26.380,1.13,-0.01,-0.29,,,,,26.380,1.10,-0.02,0.33,26.380,1.10,-0.09,2.27,26.380,1.10,0.02,0.65,,,,,,,,,,,,,,,,,,,,,,,,,26.380,1.10,-0.03,0.59
26.390,1.13,-0.01,-0.34,,,,,26.390,1.10,-0.01,0.38,26.390,1.10,-0.02,2.57,26.390,1.10,0.03,0.43,,,,,,,,,,,,,,,,,,,,,,,,,26.390,1.10,-0.02,0.35
26.400,1.13,0.00,-1.42,,,,,26.400,1.10,-0.01,0.22,26.400,1.10,-0.01,0.41,26.400,1.10,0.03,0.15,,,,,,,,,,,,,,,,,,,,,,,,,26.400,1.10,-0.02,0.27
26.410,1.13,-0.03,-2.55,,,,,26.410,1.10,-0.01,0.08,26.410,1.10,-0.04,-1.21,26.410,1.10,0.03,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,26.410,1.10,-0.02,0.30
26.420,1.13,-0.07,-2.43,,,,,26.420,1.10,-0.01,0.13,26.420,1.10,-0.06,-0.98,26.420,1.10,0.03,-0.64,,,,,,,,,,,,,,,,,,,,,,,,,26.420,1.10,-0.02,0.41
26.430,1.13,-0.09,-1.32,,,,,26.430,1.10,0.00,0.21,26.430,1.10,-0.05,-0.22,26.430,1.10,0.02,-0.93,,,,,,,,,,,,,,,,,,,,,,,,,26.430,1.10,-0.01,0.51
26.440,1.13,-0.09,-0.45,,,,,26.440,1.10,0.00,0.16,26.440,1.10,-0.05,0.21,26.440,1.10,0.00,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,26.440,1.10,0.00,0.44
26.450,1.13,-0.09,-0.37,,,,,26.450,1.10,0.00,0.08,26.450,1.09,-0.05,0.51,26.450,1.10,0.00,0.39,,,,,,,,,,,,,,,,,,,,,,,,,26.450,1.10,0.00,0.22
26.460,1.13,-0.10,-0.46,,,,,26.460,1.10,-9.15E-4,0.13,26.460,1.09,-0.04,0.68,26.460,1.10,0.02,0.92,,,,,,,,,,,,,,,,,,,,,,,,,26.460,1.10,0.00,0.07
26.470,1.12,-0.11,-0.37,,,,,26.470,1.10,0.00,0.21,26.470,1.09,-0.03,0.38,26.470,1.10,0.03,1.05,,,,,,,,,,,,,,,,,,,,,,,,,26.470,1.10,-9.14E-4,0.13
26.480,1.12,-0.11,-0.25,,,,,26.480,1.10,0.01,0.16,26.480,1.09,-0.03,-0.16,26.480,1.10,0.03,1.10,,,,,,,,,,,,,,,,,,,,,,,,,26.480,1.10,0.00,0.35
26.490,1.12,-0.11,-0.18,,,,,26.490,1.10,0.01,0.08,26.490,1.09,-0.04,-0.41,26.490,1.10,0.05,1.09,,,,,,,,,,,,,,,,,,,,,,,,,26.490,1.10,0.01,0.51
26.500,1.12,-0.11,-0.25,,,,,26.500,1.10,0.00,0.13,26.500,1.09,-0.04,-0.06,26.500,1.10,0.06,0.59,,,,,,,,,,,,,,,,,,,,,,,,,26.500,1.10,0.01,0.44
26.510,1.12,-0.11,-0.24,,,,,26.510,1.10,0.01,0.21,26.510,1.09,-0.04,0.50,26.510,1.10,0.06,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,26.510,1.10,0.02,0.22
26.520,1.12,-0.12,-0.19,,,,,26.520,1.10,0.01,0.16,26.520,1.09,-0.03,0.86,26.520,1.10,0.05,-1.01,,,,,,,,,,,,,,,,,,,,,,,,,26.520,1.10,0.02,0.07
26.530,1.12,-0.12,0.12,,,,,26.530,1.10,0.01,0.07,26.530,1.09,-0.02,0.78,26.530,1.10,0.03,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,26.530,1.10,0.02,0.13
26.540,1.12,-0.12,1.01,,,,,26.540,1.10,0.01,0.15,26.540,1.09,-0.01,0.36,26.540,1.10,0.03,0.82,,,,,,,,,,,,,,,,,,,,,,,,,26.540,1.10,0.02,0.35
26.550,1.12,-0.10,1.88,,,,,26.550,1.10,0.01,0.35,26.550,1.09,-0.01,0.16,26.550,1.10,0.05,1.66,,,,,,,,,,,,,,,,,,,,,,,,,26.550,1.10,0.02,0.52
26.560,1.11,-0.07,1.87,,,,,26.560,1.10,0.02,0.36,26.560,1.09,-0.02,0.42,26.560,1.10,0.08,0.86,,,,,,,,,,,,,,,,,,,,,,,,,26.560,1.10,0.03,0.41
26.570,1.11,-0.05,0.50,,,,,26.570,1.10,0.02,0.11,26.570,1.09,-0.01,0.77,26.570,1.10,0.08,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,26.570,1.10,0.04,0.11
26.580,1.11,-0.06,-1.16,,,,,26.580,1.10,0.02,-0.16,26.580,1.09,0.01,0.55,26.580,1.10,0.05,-0.74,,,,,,,,,,,,,,,,,,,,,,,,,26.580,1.10,0.03,-0.01
26.590,1.11,-0.09,-1.49,,,,,26.590,1.10,0.02,-0.16,26.590,1.09,0.01,-0.26,26.590,1.10,0.05,0.43,,,,,,,,,,,,,,,,,,,,,,,,,26.590,1.10,0.03,0.24
26.600,1.11,-0.10,-0.24,,,,,26.600,1.10,0.02,0.05,26.600,1.09,0.00,-0.74,26.600,1.10,0.07,1.09,,,,,,,,,,,,,,,,,,,,,,,,,26.600,1.10,0.04,0.41
26.610,1.11,-0.09,1.13,,,,,26.610,1.10,0.02,0.22,26.610,1.09,-0.02,-0.26,26.610,1.11,0.09,0.14,,,,,,,,,,,,,,,,,,,,,,,,,26.610,1.10,0.05,-0.13
26.620,1.11,-0.06,1.46,,,,,26.620,1.10,0.02,0.30,26.620,1.09,-0.01,0.58,26.620,1.11,0.08,-0.79,,,,,,,,,,,,,,,,,,,,,,,,,26.620,1.10,0.04,-0.89
26.630,1.11,-0.06,0.66,,,,,26.630,1.10,0.02,0.27,26.630,1.09,0.00,0.89,26.630,1.11,0.05,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,26.630,1.10,0.02,-0.73
26.640,1.11,-0.05,-0.35,,,,,26.640,1.10,0.03,0.16,26.640,1.09,0.01,0.49,26.640,1.11,0.06,0.56,,,,,,,,,,,,,,,,,,,,,,,,,26.640,1.10,0.01,0.53
26.650,1.11,-0.07,-0.88,,,,,26.650,1.10,0.03,0.08,26.650,1.09,0.01,0.02,26.650,1.11,0.08,0.60,,,,,,,,,,,,,,,,,,,,,,,,,26.650,1.10,0.03,1.47
26.660,1.11,-0.08,-0.95,,,,,26.660,1.10,0.03,0.13,26.660,1.09,0.01,0.04,26.660,1.11,0.08,0.58,,,,,,,,,,,,,,,,,,,,,,,,,26.660,1.10,0.06,0.98
